"","",納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
寶山鄉,山湖村,171,229803,1344,674,399,1299,2300.86,171.21
寶山鄉,雙新村,928,1060273,1143,706,388,1410,1277.43,111.81
北埔鄉,水磜村,216,136264,631,503,315,775,502.88,79.72
北埔鄉,南興村,371,258288,696,528,312,856,602.68,86.57
北埔鄉,大湖村,147,111182,756,567,336,906,681.09,90.05
北埔鄉,埔尾村,789,599095,759,577,371,961,635.30,83.67
北埔鄉,南坑村,94,75014,798,535,402,860,968.03,121.30
北埔鄉,北埔村,351,258342,736,540,312,993,614.40,83.48
北埔鄉,南埔村,119,83200,699,508,322,847,620.49,88.75
北埔鄉,大林村,251,169510,675,542,353,818,535.51,79.30
北埔鄉,外坪村,74,53446,722,507,292,770,779.88,107.98
峨眉鄉,峨眉村,252,197412,783,607,384,903,662.68,84.59
峨眉鄉,富興村,337,248360,737,566,344,944,630.13,85.50
峨眉鄉,中盛村,199,146853,738,557,371,868,795.74,107.83
峨眉鄉,石井村,158,110606,700,566,336,874,602.87,86.12
峨眉鄉,七星村,125,99183,793,635,324,915,914.43,115.25
峨眉鄉,湖光村,222,138102,622,505,323,815,467.36,75.13
尖石鄉,新樂村,208,139895,673,523,338,870,638.63,94.95
尖石鄉,嘉樂村,186,140240,754,616,399,916,667.35,88.51
尖石鄉,義興村,117,85859,734,611,356,966,509.39,69.41
尖石鄉,梅花村,75,44503,593,513,313,717,394.28,66.45
尖石鄉,錦屏村,178,108559,610,443,307,737,536.93,88.04
尖石鄉,玉峰村,164,92299,563,479,320,758,356.64,63.37
尖石鄉,秀巒村,171,121474,710,582,350,896,665.66,93.71
五峰鄉,大隘村,250,153386,614,494,313,811,433.77,70.70
五峰鄉,桃山村,223,151914,681,548,331,835,601.51,88.30
五峰鄉,花園村,115,61836,538,457,264,686,380.50,70.76
五峰鄉,竹林村,58,40028,690,546,351,853,536.02,77.67
