"","",納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
獅潭鄉,豐林村,135,88679,657,516,332,795,648.74,98.76
獅潭鄉,新豐村,83,57956,698,509,365,1070,497.67,71.27
獅潭鄉,竹木村,152,103630,682,505,335,908,498.50,73.12
泰安鄉,錦水村,206,146300,710,573,364,873,656.65,92.46
泰安鄉,清安村,179,125681,702,552,332,872,564.86,80.45
泰安鄉,大興村,90,60641,674,588,390,864,418.20,62.07
泰安鄉,象鼻村,90,68322,759,631,432,1057,501.15,66.02
泰安鄉,梅園村,44,34741,790,715,508,1021,442.27,56.01
泰安鄉,八卦村,41,27051,660,477,300,831,578.73,87.71
泰安鄉,中興村,80,51113,639,507,359,749,447.83,70.09
泰安鄉,士林村,55,33477,609,574,455,720,279.36,45.90
