"","",納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
文山區,景東里,2367,2663151,1125,810,423,1449,1225.57,108.93
文山區,景華里,1927,2178833,1131,743,407,1387,1595.33,141.09
文山區,興家里,2582,2479833,960,689,400,1234,928.03,96.63
文山區,萬芳里,2754,3053272,1109,754,414,1394,1326.84,119.68
文山區,木柵里,2941,4273703,1453,824,418,1635,3146.47,216.53
文山區,博嘉里,1883,3041843,1615,778,422,1499,10067.57,623.22
文山區,樟腳里,1898,2846138,1500,760,403,1546,5179.50,345.40
文山區,老泉里,192,138885,723,517,284,901,766.21,105.92
文山區,木新里,2980,2990985,1004,650,368,1197,2268.87,226.05
文山區,指南里,1164,1377857,1184,746,386,1542,1252.77,105.83
文山區,華興里,2933,4311386,1470,812,419,1660,3932.89,267.55
文山區,順興里,2450,2536788,1035,684,378,1312,1376.35,132.93
文山區,萬興里,2782,4167605,1498,872,457,1783,2456.81,164.00
文山區,明興里,2436,2554018,1048,738,411,1361,1024.30,97.70
文山區,明義里,891,940546,1056,601,322,1204,1587.86,150.42
文山區,試院里,2407,3014337,1252,797,418,1489,5092.10,406.61
文山區,樟新里,1966,2484579,1264,796,439,1510,1965.42,155.52
文山區,樟林里,2870,3063158,1067,711,406,1326,1538.50,144.15
文山區,忠順里,1399,1830801,1309,808,427,1665,1820.99,139.15
文山區,萬美里,2367,3466790,1465,747,394,1530,3694.79,252.27
文山區,興邦里,1648,1813490,1100,792,422,1439,1200.53,109.10
文山區,樟樹里,1585,1572291,992,703,390,1217,1270.84,128.11
文山區,政大里,2379,4468296,1878,1236,555,2225,3307.77,176.11
文山區,樟文里,2007,2112453,1053,712,391,1278,1415.43,134.48
南港區,南港里,2030,1959621,965,661,370,1190,1058.57,109.66
南港區,三重里,2329,4109209,1764,939,453,1918,4454.43,252.47
南港區,新富里,1341,1180098,880,621,370,1073,899.30,102.19
南港區,中研里,3220,3349227,1040,694,403,1282,1178.40,113.29
南港區,鴻福里,1667,1767239,1060,691,382,1264,1529.18,144.24
南港區,東新里,2433,2279691,937,641,362,1173,1076.92,114.93
南港區,西新里,1686,1446857,858,606,350,1041,961.49,112.04
南港區,新光里,1300,1456349,1120,610,366,1108,9358.61,835.39
南港區,百福里,1775,1579790,890,634,374,1087,1048.93,117.85
南港區,玉成里,1677,1610908,961,661,372,1233,1182.33,123.08
南港區,成福里,2627,2486227,946,653,382,1194,1016.00,107.35
南港區,中南里,1180,941463,798,580,340,957,1289.38,161.61
南港區,舊庄里,2832,2399449,847,610,362,1040,883.68,104.30
南港區,九如里,2042,1850413,906,627,366,1140,1019.96,112.56
南港區,東明里,1687,2069712,1227,771,403,1451,1722.25,140.38
南港區,合成里,2366,2884375,1219,680,381,1224,3186.36,261.37
南港區,聯成里,1752,1625218,928,626,373,1119,1894.53,204.23
南港區,萬福里,1508,1560119,1035,669,382,1267,1447.73,139.94
南港區,仁福里,1854,1847810,997,697,385,1307,993.64,99.70
南港區,重陽里,1818,3226696,1775,1065,524,2180,2484.49,139.98
內湖區,紫陽里,3018,3835028,1271,766,421,1503,2054.04,161.64
內湖區,紫星里,2775,3013960,1086,694,397,1344,1500.27,138.13
