"","",納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
苓雅區,衛武里,584,402523,689,540,296,879,646.48,93.79
苓雅區,英明里,636,517145,813,561,328,1012,908.14,111.69
苓雅區,林泉里,747,865623,1159,787,440,1551,1179.30,101.77
苓雅區,尚義里,538,633038,1177,730,385,1321,1602.33,136.18
苓雅區,林安里,491,465676,948,678,414,1265,921.72,97.18
苓雅區,正文里,706,639030,905,614,351,1137,1455.72,160.83
苓雅區,正言里,982,841550,857,600,341,1070,955.82,111.53
苓雅區,文昌里,1221,907786,743,563,329,960,646.56,86.96
苓雅區,建軍里,581,429300,739,547,311,909,669.36,90.59
前鎮區,鎮北里,284,200542,706,510,308,882,765.36,108.39
前鎮區,草衙里,2512,1699419,677,527,323,851,610.06,90.18
前鎮區,前鎮里,336,241477,719,528,324,998,578.76,80.53
前鎮區,興邦里,1019,968523,950,751,429,1216,800.59,84.23
前鎮區,興化里,157,134721,858,530,359,892,1590.99,185.41
前鎮區,鎮中里,187,122576,655,478,330,760,533.97,81.46
前鎮區,振興里,787,861560,1095,719,374,1261,1521.18,138.95
前鎮區,西甲里,648,645314,996,672,362,1227,1022.04,102.63
前鎮區,竹內里,822,654817,797,600,359,1044,711.93,89.37
前鎮區,西山里,1187,1114172,939,607,360,1164,1696.10,180.70
前鎮區,良和里,1010,1044263,1034,706,354,1333,1130.40,109.33
前鎮區,建隆里,410,668456,1630,837,390,2007,3859.56,236.73
前鎮區,興中里,914,750471,821,561,322,936,1067.12,129.97
前鎮區,忠誠里,672,494091,735,682,392,965,469.34,63.83
前鎮區,忠純里,1468,1053437,718,581,338,937,586.01,81.66
前鎮區,瑞竹里,459,382190,833,619,372,1111,715.26,85.90
前鎮區,復國里,810,759284,937,638,349,1167,1039.35,110.88
前鎮區,鎮東里,465,334977,720,552,347,950,586.94,81.48
前鎮區,忠孝里,950,1009545,1063,648,343,1239,1435.59,135.09
前鎮區,仁愛里,301,203234,675,513,305,787,718.40,106.40
前鎮區,興仁里,139,77433,557,462,313,779,360.61,64.73
前鎮區,信義里,355,241952,682,521,324,882,607.26,89.10
前鎮區,平等里,543,461888,851,630,336,1072,759.54,89.29
前鎮區,明道里,232,181117,781,545,328,885,1059.16,135.67
前鎮區,明禮里,345,236200,685,549,364,863,587.81,85.86
前鎮區,瑞豐里,801,661247,826,645,373,1073,771.23,93.42
前鎮區,鎮陽里,260,182960,704,531,308,855,669.86,95.19
前鎮區,盛興里,905,926876,1024,619,363,1121,2134.84,208.45
前鎮區,鎮榮里,530,349870,660,530,325,895,530.00,80.29
前鎮區,瑞南里,1314,1034578,787,587,351,982,742.62,94.32
前鎮區,瑞崗里,728,565218,776,572,339,949,847.75,109.19
前鎮區,瑞東里,673,477878,710,544,329,906,636.01,89.57
前鎮區,瑞北里,843,596615,708,552,346,901,571.32,80.73
前鎮區,瑞西里,793,599124,756,592,337,948,726.53,96.16
前鎮區,瑞興里,741,569121,768,590,348,990,644.30,83.89
前鎮區,瑞和里,534,398174,746,578,341,919,741.71,99.47
前鎮區,瑞隆里,1009,780124,773,577,339,1001,700.17,90.56
前鎮區,信德里,527,336771,639,515,332,845,539.33,84.40
前鎮區,鎮昌里,536,384467,717,559,337,856,644.48,89.85
前鎮區,明正里,1628,1317191,809,611,377,1040,713.83,88.23
前鎮區,竹西里,1344,1227629,913,666,382,1161,910.30,99.66
前鎮區,平昌里,134,88056,657,495,298,844,570.52,86.82
前鎮區,明孝里,639,464545,727,565,340,917,667.04,91.75
前鎮區,瑞祥里,1425,1229152,863,633,362,1095,770.56,89.33
前鎮區,瑞平里,1110,897930,809,612,368,1022,728.40,90.04
前鎮區,德昌里,492,312374,635,531,338,796,495.75,78.08
前鎮區,明義里,683,505528,740,575,344,922,637.39,86.12
前鎮區,鎮海里,1302,1066539,819,597,354,1047,736.88,89.96
前鎮區,竹東里,717,517646,722,532,320,863,820.88,113.70
前鎮區,竹南里,2406,2613684,1086,789,432,1423,1054.21,97.04
前鎮區,竹北里,716,644787,901,601,339,1115,1865.47,207.15
前鎮區,瑞誠里,775,570911,737,607,360,943,575.07,78.06
前鎮區,瑞華里,1430,1266715,886,643,376,1129,790.68,89.26
前鎮區,瑞昌里,926,711244,768,603,367,1009,612.79,79.78
前鎮區,瑞文里,718,569277,793,556,338,978,1150.45,145.10
前鎮區,竹中里,1181,1003465,850,622,345,1099,799.13,94.05
前鎮區,民權里,1553,1674571,1078,742,387,1370,1178.97,109.34
前鎮區,盛豐里,916,813190,888,602,351,1032,1384.99,156.01
前鎮區,興東里,1838,1694886,922,679,369,1199,856.22,92.85
旗津區,旗下里,277,173024,625,481,274,817,530.64,84.95
旗津區,永安里,240,135260,564,469,299,737,417.29,74.04
旗津區,振興里,373,250717,672,475,296,782,933.01,138.81
旗津區,慈愛里,426,266960,627,484,289,780,584.16,93.22
旗津區,復興里,596,378508,635,508,303,774,753.35,118.62
旗津區,實踐里,246,137365,558,500,302,735,351.56,62.96
旗津區,上竹里,593,412969,696,575,343,882,499.27,71.69
旗津區,南汕里,396,273045,690,568,347,837,580.53,84.19
旗津區,中洲里,335,220291,658,494,330,848,516.99,78.62
旗津區,安順里,163,103031,632,517,342,787,472.59,74.77
旗津區,中興里,615,416340,677,520,329,822,574.09,84.80
旗津區,北汕里,527,304489,578,464,271,713,505.67,87.52
旗津區,中華里,320,197379,617,484,292,714,699.23,113.36
小港區,小港里,708,590850,835,593,363,1072,786.64,94.26
小港區,港墘里,582,516400,887,620,362,1169,949.36,107.00
小港區,鳳宮里,671,530713,791,612,375,1072,629.34,79.57
小港區,店鎮里,1891,1592117,842,616,364,1102,764.28,90.78
小港區,山東里,980,776942,793,604,362,1035,680.48,85.83
小港區,孔宅里,1211,879445,726,572,344,927,610.68,84.09
小港區,高松里,1106,833337,753,597,359,952,600.89,79.75
