"","",納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
信義區,仁義里,516,482539,935,647,404,1110,930.51,99.50
信義區,義幸里,861,710857,826,592,330,1045,789.48,95.62
信義區,義民里,228,168581,739,549,351,963,644.00,87.10
信義區,義和里,419,307431,734,563,326,943,620.87,84.62
信義區,智慧里,248,215326,868,628,357,1190,719.11,82.82
信義區,智誠里,440,292816,665,540,339,825,547.19,82.22
信義區,禮儀里,547,428324,783,588,356,996,746.99,95.40
信義區,禮東里,569,524952,923,613,364,1156,1047.58,113.55
信義區,信綠里,738,590594,800,609,345,1084,710.94,88.84
信義區,孝岡里,431,323111,750,608,361,978,575.95,76.83
信義區,孝深里,1033,665789,645,508,334,801,543.96,84.40
信義區,東光里,627,454635,725,554,359,969,561.72,77.47
信義區,東安里,956,737887,772,573,364,968,733.24,95.00
信義區,義昭里,424,476914,1125,721,390,1442,1284.91,114.24
信義區,東明里,1217,942975,775,587,360,985,686.83,88.64
信義區,東信里,1432,1225069,855,632,375,1137,754.48,88.19
信義區,孝賢里,1161,1043872,899,582,362,996,4259.64,473.76
信義區,孝德里,740,479057,647,563,338,832,446.41,68.96
信義區,孝忠里,2200,1999573,909,674,396,1181,835.44,91.92
